train_id,distance_km,scheduled_speed_kmh,actual_speed_kmh,scheduled_time_min,actual_time_min,departure_time,scheduled_arrival,actual_arrival,actual_delay_min,predicted_delay_min
T1040,209,85,68.26,147.53,183.72,09:26,11:53,12:29,36.19,29.06
T1041,483,91,91.01,318.46,318.44,07:00,12:18,12:18,-0.02,-0.02
T1042,110,42,39.78,157.14,165.91,09:50,12:27,12:35,8.76,8.3
T1043,171,74,90.45,138.65,113.43,06:00,08:18,07:53,-25.22,-30.82
T1044,100,80,86.31,75.0,69.52,07:16,08:31,08:25,-5.48,-5.91
T1045,452,45,45.88,602.67,591.14,10:12,20:14,20:03,-11.53,-11.75
T1046,326,64,49.23,305.62,397.31,09:12,14:17,15:49,91.68,70.53
T1047,54,52,55.3,62.31,58.59,08:20,09:22,09:18,-3.71,-3.95
T1048,141,92,70.87,91.96,119.37,06:10,07:41,08:09,27.42,21.12
T1049,219,73,65.87,180.0,199.48,09:25,12:25,12:44,19.48,17.58
T1050,366,47,36.93,467.23,594.67,08:39,16:26,18:33,127.43,100.13
T1051,71,60,66.91,71.0,63.66,09:28,10:39,10:31,-7.34,-8.18
T1052,454,73,60.13,373.15,452.99,10:19,16:32,17:51,79.84,65.77
T1053,375,43,40.21,523.26,559.56,07:47,16:30,17:06,36.31,33.95
T1054,50,64,79.19,46.88,37.88,06:14,07:00,06:51,-8.99,-11.13
T1055,182,54,44.42,202.22,245.84,06:22,09:44,10:27,43.61,35.88
T1056,282,43,43.2,393.49,391.65,10:41,17:14,17:12,-1.83,-1.84
T1057,61,84,79.93,43.57,45.79,09:45,10:28,10:30,2.22,2.11
T1058,395,99,70.38,239.39,336.76,06:24,10:23,12:00,97.37,69.21
T1059,95,51,59.96,111.76,95.07,06:16,08:07,07:51,-16.7,-19.63
T1060,83,71,52.64,70.14,94.6,10:22,11:32,11:56,24.46,18.14
T1061,482,71,69.9,407.32,413.71,08:30,15:17,15:23,6.39,6.29
T1062,127,67,69.44,113.73,109.74,06:15,08:08,08:04,-4.0,-4.14
T1063,267,52,56.01,308.08,286.04,07:14,12:22,12:00,-22.04,-23.74
T1064,350,70,77.92,300.0,269.5,08:08,13:08,12:37,-30.5,-33.95
T1065,460,53,45.15,520.75,611.24,10:47,19:27,20:58,90.49,77.09
T1066,122,59,41.65,124.07,175.74,08:55,10:59,11:50,51.67,36.48
T1067,331,57,64.64,348.42,307.23,09:32,15:20,14:39,-41.19,-46.71
T1068,298,68,69.45,262.94,257.43,07:19,11:41,11:36,-5.51,-5.63
T1069,96,99,118.97,58.18,48.42,06:39,07:37,07:27,-9.76,-11.73
T1070,170,45,53.68,226.67,190.02,07:39,11:25,10:49,-36.64,-43.71
T1071,263,71,85.63,222.25,184.29,07:43,11:25,10:47,-37.96,-45.78
T1072,288,68,67.39,254.12,256.41,06:40,10:54,10:56,2.29,2.27
T1073,105,82,73.81,76.83,85.35,07:18,08:34,08:43,8.52,7.67
T1074,399,41,48.17,583.9,496.97,08:25,18:08,16:41,-86.94,-102.14
T1075,156,99,96.11,94.55,97.39,07:24,08:58,09:01,2.85,2.76
T1076,368,62,50.22,356.13,439.63,10:39,16:35,17:58,83.5,67.64
T1077,97,58,70.35,100.34,82.73,10:54,12:34,12:16,-17.62,-21.37
T1078,110,70,86.07,94.29,76.68,08:33,10:07,09:49,-17.6,-21.64
T1079,386,90,88.18,257.33,262.64,10:44,15:01,15:06,5.31,5.2
T1080,75,44,32.8,102.27,137.2,09:59,11:41,12:16,34.93,26.04
T1081,341,58,54.1,352.76,378.21,06:15,12:07,12:33,25.46,23.74
T1082,306,73,86.29,251.51,212.76,06:29,10:40,10:01,-38.75,-45.81
T1083,57,49,60.81,69.8,56.24,09:40,10:49,10:36,-13.56,-16.83
T1084,162,64,52.61,151.88,184.74,07:58,10:29,11:02,32.87,27.02
T1085,404,41,30.35,591.22,798.75,10:49,20:40,00:07,207.53,153.61
T1086,302,50,61.32,362.4,295.5,08:46,14:48,13:41,-66.9,-82.05
T1087,229,89,83.09,154.38,165.35,06:05,08:39,08:50,10.97,10.24
T1088,256,70,71.75,219.43,214.06,08:26,12:05,12:00,-5.36,-5.5
T1089,352,95,121.68,222.32,173.57,07:01,10:43,09:54,-48.75,-62.44
T1090,176,54,39.96,195.56,264.29,06:37,09:52,11:01,68.73,50.86
T1091,105,48,52.27,131.25,120.52,08:57,11:08,10:57,-10.73,-11.68
T1092,263,62,46.16,254.52,341.88,10:37,14:51,16:18,87.36,65.04
T1093,63,58,53.67,65.17,70.44,09:21,10:26,10:31,5.26,4.87
T1094,77,48,56.75,96.25,81.41,07:24,09:00,08:45,-14.84,-17.55
T1095,127,74,71.05,102.97,107.25,08:24,10:06,10:11,4.28,4.11
T1096,265,60,77.9,265.0,204.11,09:41,14:06,13:05,-60.89,-79.05
T1097,435,48,49.7,543.75,525.14,08:02,17:05,16:47,-18.61,-19.27
T1098,414,67,59.81,370.75,415.31,08:34,14:44,15:29,44.56,39.78
T1099,203,85,70.73,143.29,172.21,08:08,10:31,11:00,28.92,24.06
T1100,63,90,81.93,42.0,46.14,06:22,07:04,07:08,4.14,3.77
T1101,236,46,42.48,307.83,333.32,09:14,14:21,14:47,25.49,23.54
T1102,361,55,40.77,393.82,531.3,09:03,15:36,17:54,137.49,101.91
T1103,420,55,50.7,458.18,497.08,06:29,14:07,14:46,38.9,35.86
T1104,56,99,96.88,33.94,34.68,10:40,11:13,11:14,0.74,0.73
T1105,52,72,81.62,43.33,38.22,09:34,10:17,10:12,-5.11,-5.79
T1106,160,43,47.04,223.26,204.07,08:46,12:29,12:10,-19.19,-20.99
T1107,456,43,48.39,636.28,565.45,06:09,16:45,15:34,-70.83,-79.7
T1108,287,78,54.99,220.77,313.14,09:27,13:07,14:40,92.37,65.12
T1109,412,79,65.62,312.91,376.73,08:57,14:09,15:13,63.82,53.01
T1110,288,56,61.43,308.57,281.28,08:37,13:45,13:18,-27.29,-29.93
T1111,323,76,75.27,255.0,257.47,08:08,12:23,12:25,2.47,2.45
T1112,343,78,54.85,263.85,375.21,06:23,10:46,12:38,111.37,78.31
T1113,276,99,117.09,167.27,141.43,10:30,13:17,12:51,-25.84,-30.56
T1114,420,91,105.9,276.92,237.97,09:01,13:37,12:58,-38.95,-45.33
T1115,64,68,69.98,56.47,54.88,06:02,06:58,06:56,-1.59,-1.64
T1116,241,91,67.33,158.9,214.77,10:12,12:50,13:46,55.87,41.33
T1117,168,75,86.99,134.4,115.87,08:53,11:07,10:48,-18.53,-21.49
T1118,77,99,103.97,46.67,44.43,07:13,07:59,07:57,-2.23,-2.34
T1119,251,77,90.03,195.58,167.28,10:17,13:32,13:04,-28.3,-33.09
T1120,88,78,89.78,67.69,58.81,07:27,08:34,08:25,-8.88,-10.22
T1121,490,89,105.18,330.34,279.52,08:50,14:20,13:29,-50.82,-60.06
T1122,322,76,76.82,254.21,251.49,09:11,13:25,13:22,-2.72,-2.75
T1123,280,91,71.36,184.62,235.42,09:38,12:42,13:33,50.8,39.84
T1124,135,74,81.6,109.46,99.27,08:44,10:33,10:23,-10.19,-11.24
T1125,175,46,49.33,228.26,212.87,09:48,13:36,13:20,-15.39,-16.5
T1126,349,66,75.59,317.27,277.01,09:36,14:53,14:13,-40.26,-46.12
T1127,74,67,53.73,66.27,82.64,07:55,09:01,09:17,16.37,13.13
T1128,194,61,49.84,190.82,233.57,06:58,10:08,10:51,42.75,34.92
T1129,62,53,65.42,70.19,56.87,10:11,11:21,11:07,-13.32,-16.44
T1130,261,46,52.9,340.43,296.03,07:56,13:36,12:52,-44.4,-51.06
T1131,74,76,94.62,58.42,46.93,07:24,08:22,08:10,-11.49,-14.31
T1132,117,61,70.47,115.08,99.62,10:57,12:52,12:36,-15.46,-17.86
T1133,443,44,46.56,604.09,570.82,08:34,18:38,18:04,-33.27,-35.21
T1134,116,94,102.69,74.04,67.77,10:23,11:37,11:30,-6.27,-6.85
T1135,282,41,50.57,412.68,334.57,09:04,15:56,14:38,-78.11,-96.35
T1136,158,66,69.12,143.64,137.15,10:20,12:43,12:37,-6.49,-6.79
T1137,195,60,64.77,195.0,180.65,07:33,10:48,10:33,-14.35,-15.49
T1138,160,93,73.83,103.23,130.03,08:42,10:25,10:52,26.8,21.28
T1139,277,77,75.8,215.84,219.28,08:51,12:26,12:30,3.43,3.38
T1140,160,54,61.01,177.78,157.35,08:48,11:45,11:25,-20.43,-23.08
T1141,83,60,51.75,83.0,96.22,10:36,11:59,12:12,13.22,11.41
T1142,160,49,40.25,195.92,238.53,06:04,09:19,10:02,42.61,35.0
T1143,313,62,55.07,302.9,340.99,09:18,14:20,14:58,38.09,33.84
T1144,473,97,81.96,292.58,346.29,08:22,13:14,14:08,53.71,45.38
T1145,418,95,78.75,264.0,318.48,09:11,13:35,14:29,54.48,45.16
T1146,285,78,74.48,219.23,229.58,06:34,10:13,10:23,10.35,9.89
T1147,132,44,54.77,180.0,144.61,09:21,12:21,11:45,-35.39,-44.05
T1148,91,40,40.17,136.5,135.92,06:36,08:52,08:51,-0.58,-0.58
T1149,474,52,42.26,546.92,672.93,09:12,18:18,20:24,126.0,102.41
T1150,150,60,44.77,150.0,201.02,10:59,13:29,14:20,51.02,38.07
T1151,55,65,72.65,50.77,45.42,09:54,10:44,10:39,-5.35,-5.98
T1152,229,89,82.74,154.38,166.06,07:49,10:23,10:35,11.68,10.86
T1153,331,84,100.22,236.43,198.16,06:20,10:16,09:38,-38.27,-45.65
T1154,369,60,65.74,369.0,336.77,10:08,16:17,15:44,-32.23,-35.32
T1155,275,92,108.35,179.35,152.28,08:59,11:58,11:31,-27.07,-31.88
T1156,492,57,49.2,517.89,599.99,07:45,16:22,17:44,82.1,70.86
T1157,489,76,84.77,386.05,346.11,09:26,15:52,15:12,-39.95,-44.56
T1158,364,84,72.11,260.0,302.88,06:55,11:15,11:57,42.88,36.81
T1159,414,71,89.7,349.86,276.91,06:43,12:32,11:19,-72.95,-92.17
T1160,278,75,81.14,222.4,205.58,06:34,10:16,09:59,-16.82,-18.2
T1161,426,56,50.1,456.43,510.14,07:00,14:36,15:30,53.71,48.06
T1162,338,74,63.77,274.05,318.04,09:13,13:47,14:31,43.98,37.9
T1163,486,88,71.68,331.36,406.8,09:20,14:51,16:06,75.44,61.45
T1164,199,99,110.56,120.61,107.99,09:03,11:03,10:50,-12.61,-14.08
T1165,326,50,41.56,391.2,470.63,09:28,15:59,17:18,79.43,66.02
T1166,247,60,63.43,247.0,233.64,06:20,10:27,10:13,-13.36,-14.12
T1167,119,91,78.15,78.46,91.36,08:28,09:46,09:59,12.9,11.08
T1168,161,94,103.14,102.77,93.66,08:37,10:19,10:10,-9.1,-9.99
T1169,53,92,109.38,34.57,29.07,07:13,07:47,07:42,-5.49,-6.53
T1170,399,65,75.84,368.31,315.65,08:45,14:53,14:00,-52.66,-61.44
T1171,380,43,49.73,530.23,458.48,07:13,16:03,14:51,-71.76,-82.99
T1172,495,73,59.32,406.85,500.66,09:52,16:38,18:12,93.81,76.23
T1173,367,91,68.53,241.98,321.34,08:19,12:20,13:40,79.36,59.76
T1174,399,87,97.39,275.17,245.83,08:17,12:52,12:22,-29.34,-32.85
T1175,144,99,91.18,87.27,94.76,08:40,10:07,10:14,7.49,6.89
T1176,201,57,54.69,211.58,220.53,09:59,13:30,13:39,8.95,8.59
T1177,360,79,56.78,273.42,380.44,08:55,13:28,15:15,107.02,76.92
T1178,186,74,63.33,150.81,176.23,08:02,10:32,10:58,25.42,21.76
T1179,296,80,57.62,222.0,308.25,09:54,13:36,15:02,86.25,62.11
T1180,436,68,83.47,384.71,313.4,09:24,15:48,14:37,-71.3,-87.52
T1181,292,91,76.99,192.53,227.56,08:56,12:08,12:43,35.04,29.64
T1182,80,68,70.34,70.59,68.24,10:00,11:10,11:08,-2.35,-2.43
T1183,89,77,55.7,69.35,95.87,09:50,10:59,11:25,26.52,19.18
T1184,278,81,89.11,205.93,187.19,08:02,11:27,11:09,-18.74,-20.61
T1185,85,60,53.63,85.0,95.1,07:55,09:20,09:30,10.1,9.03
T1186,457,81,100.34,338.52,273.27,09:08,14:46,13:41,-65.24,-80.82
T1187,272,52,64.11,313.85,254.57,08:58,14:11,13:12,-59.28,-73.09
T1188,55,88,78.78,37.5,41.89,07:24,08:01,08:05,4.39,3.93
T1189,371,80,99.25,278.25,224.29,10:04,14:42,13:48,-53.96,-66.94
T1190,269,56,72.67,288.21,222.1,09:31,14:19,13:13,-66.12,-85.8
T1191,124,95,113.55,78.32,65.52,06:43,08:01,07:48,-12.79,-15.29
T1192,53,48,57.93,66.25,54.89,08:33,09:39,09:27,-11.36,-13.71
T1193,384,80,67.95,288.0,339.06,09:22,14:10,15:01,51.06,43.37
T1194,183,40,41.84,274.5,262.42,09:26,14:00,13:48,-12.08,-12.63
T1195,167,41,30.35,244.39,330.1,08:50,12:54,14:20,85.71,63.46
T1196,418,99,74.94,253.33,334.68,09:20,13:33,14:54,81.34,61.57
T1197,143,87,113.04,98.62,75.9,07:24,09:02,08:39,-22.72,-29.52
T1198,484,68,60.93,427.06,476.64,06:10,13:17,14:06,49.58,44.42
T1199,111,72,82.72,92.5,80.51,07:32,09:04,08:52,-11.99,-13.77
T1200,490,49,58.02,600.0,506.76,09:21,19:21,17:47,-93.24,-110.4
T1201,243,89,108.12,163.82,134.85,08:51,11:34,11:05,-28.97,-35.19
T1202,384,97,125.96,237.53,182.91,09:35,13:32,12:37,-54.61,-70.92
T1203,252,99,83.64,152.73,180.76,06:13,08:45,09:13,28.04,23.69
T1204,441,79,57.21,334.94,462.49,06:12,11:46,13:54,127.55,92.37
T1205,75,60,56.8,75.0,79.22,06:15,07:30,07:34,4.22,4.0
T1206,484,67,52.13,433.43,557.08,07:17,14:30,16:34,123.64,96.2
T1207,222,50,35.67,266.4,373.39,07:52,12:18,14:05,106.99,76.34
T1208,349,94,86.13,222.77,243.13,09:58,13:40,14:01,20.36,18.66
T1209,182,73,85.43,149.59,127.83,10:47,13:16,12:54,-21.76,-25.47
T1210,375,47,48.87,478.72,460.44,07:59,15:57,15:39,-18.28,-19.01
T1211,459,98,86.99,281.02,316.58,10:47,15:28,16:03,35.56,31.57
T1212,167,61,66.65,164.26,150.34,06:27,09:11,08:57,-13.92,-15.21
T1213,373,47,39.44,476.17,567.4,07:57,15:53,17:24,91.23,76.56
T1214,324,88,62.36,220.91,311.74,08:45,12:25,13:56,90.83,64.37
T1215,261,54,62.57,290.0,250.3,07:46,12:36,11:56,-39.7,-46.0
T1216,274,56,60.16,293.57,273.28,08:09,13:02,12:42,-20.29,-21.8
T1217,69,99,114.58,41.82,36.13,08:20,09:01,08:56,-5.69,-6.58
T1218,162,62,44.85,156.77,216.73,07:37,10:13,11:13,59.96,43.37
T1219,189,63,75.74,180.0,149.72,08:23,11:23,10:52,-30.28,-36.41
T1220,96,84,90.02,68.57,63.98,07:13,08:21,08:16,-4.59,-4.92
T1221,50,58,60.21,51.72,49.83,09:56,10:47,10:45,-1.9,-1.97
T1222,139,44,47.29,189.55,176.36,08:53,12:02,11:49,-13.19,-14.17
T1223,191,71,86.52,161.41,132.45,07:46,10:27,09:58,-28.96,-35.29
T1224,369,83,87.33,266.75,253.52,06:20,10:46,10:33,-13.22,-13.91
T1225,87,40,41.94,130.5,124.46,09:39,11:49,11:43,-6.04,-6.34
T1226,342,62,80.25,330.97,255.69,10:54,16:24,15:09,-75.28,-97.44
T1227,431,76,87.71,340.26,294.85,06:16,11:56,11:10,-45.42,-52.41
T1228,188,47,45.37,240.0,248.61,09:01,13:01,13:09,8.61,8.31
T1229,405,52,58.47,467.31,415.59,09:28,17:15,16:23,-51.72,-58.15
T1230,382,47,43.88,487.66,522.38,10:03,18:10,18:45,34.72,32.41
T1231,308,96,80.38,192.5,229.9,08:02,11:14,11:51,37.4,31.31
T1232,210,62,65.6,203.23,192.06,07:27,10:50,10:39,-11.16,-11.81
T1233,439,82,103.07,321.22,255.56,08:12,13:33,12:27,-65.66,-82.52
T1234,227,40,50.3,340.5,270.78,08:08,13:48,12:38,-69.72,-87.67
T1235,59,84,76.03,42.14,46.56,06:45,07:27,07:31,4.42,4.0
T1236,310,90,91.49,206.67,203.29,06:36,10:02,09:59,-3.38,-3.43
T1237,456,63,52.1,434.29,525.15,08:54,16:08,17:39,90.86,75.14
T1238,187,74,96.01,151.62,116.87,06:28,08:59,08:24,-34.75,-45.09
T1239,221,63,81.19,210.48,163.33,10:31,14:01,13:14,-47.15,-60.76
T1240,435,56,61.02,466.07,427.7,08:59,16:45,16:06,-38.37,-41.81
T1241,62,44,52.04,84.55,71.49,09:23,10:47,10:34,-13.06,-15.44
T1242,217,59,66.61,220.68,195.45,06:17,09:57,09:32,-25.23,-28.48
T1243,179,60,63.35,179.0,169.52,07:20,10:19,10:09,-9.48,-10.01
T1244,133,79,57.83,101.01,137.99,07:54,09:35,10:11,36.98,27.07
T1245,370,97,94.37,228.87,235.25,07:35,11:23,11:30,6.39,6.21
T1246,368,70,77.34,315.43,285.49,09:23,14:38,14:08,-29.94,-33.08
T1247,150,85,94.05,105.88,95.69,07:48,09:33,09:23,-10.19,-11.28
T1248,378,75,69.29,302.4,327.32,08:17,13:19,13:44,24.92,23.02
T1249,322,50,63.25,386.4,305.45,09:49,16:15,14:54,-80.95,-102.4
T1250,314,91,72.84,207.03,258.66,08:26,11:53,12:44,51.62,41.32
T1251,448,54,54.01,497.78,497.67,09:47,18:04,18:04,-0.11,-0.11
T1252,457,58,64.64,472.76,424.18,06:28,14:20,13:32,-48.58,-54.15
T1253,87,46,51.44,113.48,101.48,06:39,08:32,08:20,-12.0,-13.42
T1254,468,90,98.03,312.0,286.45,09:18,14:30,14:04,-25.55,-27.83
T1255,143,67,57.97,128.06,148.02,06:51,08:59,09:19,19.96,17.27
T1256,144,90,71.44,96.0,120.95,08:30,10:06,10:30,24.95,19.8
T1257,354,82,88.69,259.02,239.49,10:28,14:47,14:27,-19.53,-21.13
T1258,118,97,102.78,72.99,68.89,09:32,10:44,10:40,-4.1,-4.35
T1259,367,44,35.53,500.45,619.67,08:40,17:00,18:59,119.22,96.28
T1260,493,44,49.42,672.27,598.6,06:36,17:48,16:34,-73.68,-82.75
T1261,285,69,67.14,247.83,254.68,07:11,11:18,11:25,6.85,6.67
T1262,483,93,102.36,311.61,283.12,07:08,12:19,11:51,-28.5,-31.37
T1263,383,71,85.37,323.66,269.18,06:27,11:50,10:56,-54.49,-65.52
T1264,422,47,37.69,538.72,671.86,09:20,18:18,20:31,133.14,106.76
T1265,425,49,34.86,520.41,731.44,07:19,15:59,19:30,211.03,150.14
T1266,186,77,89.89,144.94,124.15,09:35,11:59,11:39,-20.79,-24.27
T1267,467,86,91.66,325.81,305.69,10:21,15:46,15:26,-20.12,-21.44
T1268,125,71,79.5,105.63,94.33,07:47,09:32,09:21,-11.3,-12.65
T1269,84,87,104.65,57.93,48.16,10:24,11:21,11:12,-9.77,-11.75
T1270,50,67,79.17,44.78,37.89,09:14,09:58,09:51,-6.88,-8.14
T1271,345,56,71.49,369.64,289.56,06:30,12:39,11:19,-80.08,-102.23
T1272,369,70,71.51,316.29,309.61,11:00,16:16,16:09,-6.68,-6.82
T1273,455,47,46.68,580.85,584.89,06:57,16:37,16:41,4.04,4.01
T1274,109,79,74.35,82.78,87.96,08:01,09:23,09:28,5.18,4.87
T1275,369,64,50.7,345.94,436.67,07:36,13:21,14:52,90.73,71.88
T1276,398,48,50.09,497.5,476.73,07:00,15:17,14:56,-20.77,-21.67
T1277,377,41,35.51,551.71,636.92,06:05,15:16,16:41,85.22,73.81
T1278,316,54,67.65,351.11,280.26,08:17,14:08,12:57,-70.85,-88.76
T1279,410,89,93.44,276.4,263.26,06:47,11:23,11:10,-13.14,-13.8
T1280,278,42,44.34,397.14,376.19,07:52,14:29,14:08,-20.96,-22.12
T1281,319,88,80.34,217.5,238.24,08:26,12:03,12:24,20.74,18.93
T1282,365,75,54.84,292.0,399.35,09:50,14:42,16:29,107.35,78.49
T1283,335,43,30.92,467.44,650.09,07:55,15:42,18:45,182.64,131.33
T1284,340,53,50.56,384.91,403.46,08:00,14:24,14:43,18.56,17.71
T1285,262,80,60.06,196.5,261.74,10:36,13:52,14:57,65.24,48.98
T1286,214,80,85.13,160.5,150.83,09:38,12:18,12:08,-9.67,-10.29
T1287,54,64,78.63,50.62,41.21,06:35,07:25,07:16,-9.42,-11.57
T1288,388,97,119.29,240.0,195.16,06:29,10:29,09:44,-44.84,-55.14
T1289,428,94,102.97,273.19,249.39,08:14,12:47,12:23,-23.8,-26.07
T1290,127,89,73.58,85.62,103.56,07:55,09:20,09:38,17.94,14.83
T1291,459,49,59.67,562.04,461.52,06:46,16:08,14:27,-100.52,-122.41
T1292,111,60,73.9,111.0,90.12,07:26,09:17,08:56,-20.88,-25.71
T1293,181,75,61.35,144.8,177.02,06:33,08:57,09:30,32.22,26.35
T1294,138,51,58.27,162.35,142.11,10:13,12:55,12:35,-20.24,-23.13
T1295,286,66,57.55,260.0,298.2,07:37,11:57,12:35,38.2,33.3
T1296,91,79,93.35,69.11,58.49,08:09,09:18,09:07,-10.62,-12.55
T1297,138,41,53.23,201.95,155.55,09:43,13:04,12:18,-46.41,-60.25
T1298,451,93,66.78,290.97,405.24,07:12,12:02,13:57,114.27,82.05
T1299,345,52,64.4,398.08,321.44,08:35,15:13,13:56,-76.64,-94.91
T1300,377,92,98.77,245.87,229.02,06:21,10:26,10:10,-16.85,-18.09
T1301,344,71,91.17,290.7,226.4,08:49,13:39,12:35,-64.3,-82.57
T1302,153,70,68.53,131.14,133.96,10:48,12:59,13:01,2.81,2.75
T1303,63,55,66.46,68.73,56.87,07:03,08:11,07:59,-11.85,-14.33
T1304,337,71,52.36,284.79,386.19,09:40,14:24,16:06,101.4,74.78
T1305,228,71,63.98,192.68,213.81,11:00,14:12,14:33,21.13,19.04
T1306,174,99,73.28,105.45,142.47,10:47,12:32,13:09,37.01,27.4
T1307,471,73,93.82,387.12,301.21,06:59,13:26,12:00,-85.91,-110.41
T1308,402,50,59.51,482.4,405.32,09:16,17:18,16:01,-77.08,-91.74
T1309,72,49,59.36,88.16,72.77,10:23,11:51,11:35,-15.39,-18.65
T1310,112,54,68.19,124.44,98.55,10:38,12:42,12:16,-25.9,-32.7
T1311,192,56,42.06,205.71,273.9,07:52,11:17,12:25,68.18,51.21
T1312,202,79,73.58,153.42,164.72,10:54,13:27,13:38,11.31,10.53
T1313,194,57,42.33,204.21,274.99,08:44,12:08,13:18,70.78,52.56
T1314,274,94,77.69,174.89,211.61,06:06,09:00,09:37,36.72,30.35
T1315,499,48,40.21,623.75,744.67,10:56,21:19,23:20,120.92,101.28
T1316,358,64,62.81,335.62,341.96,06:46,12:21,12:27,6.34,6.22
T1317,153,79,68.03,116.2,134.94,06:25,08:21,08:39,18.74,16.14
T1318,153,98,74.54,93.67,123.16,08:31,10:04,10:34,29.49,22.43
T1319,484,53,42.43,547.92,684.48,08:48,17:55,20:12,136.56,109.31
T1320,88,99,78.05,53.33,67.65,07:40,08:33,08:47,14.32,11.29
T1321,484,97,124.53,299.38,233.19,06:56,11:55,10:49,-66.19,-84.98
T1322,247,64,73.96,231.56,200.39,07:16,11:07,10:36,-31.18,-36.03
T1323,183,89,113.98,123.37,96.33,10:29,12:32,12:05,-27.04,-34.62
T1324,116,61,58.79,114.1,118.38,08:24,10:18,10:22,4.28,4.13
T1325,440,91,78.9,290.11,334.61,09:24,14:14,14:58,44.5,38.58
T1326,228,69,81.35,198.26,168.16,08:10,11:28,10:58,-30.1,-35.48
T1327,91,59,52.85,92.54,103.31,08:14,09:46,09:57,10.77,9.65
T1328,497,60,52.78,497.0,565.01,10:32,18:49,19:57,68.01,59.82
T1329,64,83,69.68,46.27,55.11,06:07,06:53,07:02,8.84,7.43
T1330,160,71,55.22,135.21,173.84,06:51,09:06,09:44,38.63,30.04
T1331,206,90,76.85,137.33,160.83,09:51,12:08,12:31,23.5,20.07
T1332,338,85,77.62,238.59,261.27,11:00,14:58,15:21,22.68,20.71
T1333,280,88,97.19,190.91,172.86,10:23,13:33,13:15,-18.05,-19.93
T1334,460,95,70.07,290.53,393.91,08:25,13:15,14:58,103.39,76.25
T1335,469,60,49.58,469.0,567.59,07:01,14:50,16:28,98.59,81.46
T1336,206,74,87.72,167.03,140.9,10:25,13:12,12:45,-26.13,-30.97
T1337,87,97,76.45,53.81,68.28,07:57,08:50,09:05,14.46,11.4
T1338,490,71,64.3,414.08,457.26,06:45,13:39,14:22,43.17,39.09
T1339,146,69,84.1,126.96,104.17,07:38,09:44,09:22,-22.79,-27.78
T1340,460,94,74.54,293.62,370.28,07:55,12:48,14:05,76.66,60.79
T1341,488,78,58.47,375.38,500.75,07:56,14:11,16:16,125.37,93.98
T1342,338,88,87.18,230.45,232.61,06:49,10:39,10:41,2.16,2.14
T1343,303,51,44.95,356.47,404.41,06:47,12:43,13:31,47.94,42.26
T1344,245,80,83.04,183.75,177.02,07:17,10:20,10:14,-6.73,-6.99
T1345,135,86,101.68,94.19,79.66,10:56,12:30,12:15,-14.52,-17.17
T1346,371,57,44.59,390.53,499.21,07:25,13:55,15:44,108.68,85.02
T1347,59,60,62.91,59.0,56.28,06:09,07:08,07:05,-2.72,-2.86
T1348,54,52,52.17,62.31,62.1,09:51,10:53,10:53,-0.21,-0.21
T1349,172,60,47.19,172.0,218.71,09:16,12:08,12:54,46.71,36.73
T1350,379,47,50.5,483.83,450.33,06:04,14:07,13:34,-33.5,-36.0
T1351,402,85,73.46,283.76,328.36,08:24,13:07,13:52,44.6,38.54
T1352,167,79,78.42,126.84,127.77,10:42,12:48,12:49,0.93,0.93
T1353,343,85,63.7,242.12,323.1,07:40,11:42,13:03,80.98,60.68
T1354,446,46,44.88,581.74,596.2,08:35,18:16,18:31,14.46,14.11
T1355,208,62,54.8,201.29,227.74,10:06,13:27,13:53,26.45,23.37
T1356,352,83,99.05,254.46,213.22,06:19,10:33,09:52,-41.24,-49.22
T1357,277,71,52.13,234.08,318.83,06:20,10:14,11:38,84.75,62.22
T1358,414,50,47.56,496.8,522.31,08:24,16:40,17:06,25.51,24.26
T1359,265,61,59.48,260.66,267.32,07:50,12:10,12:17,6.67,6.5
T1360,485,61,69.24,477.05,420.31,07:43,15:40,14:43,-56.74,-64.4
T1361,233,82,85.65,170.49,163.21,07:33,10:23,10:16,-7.27,-7.6
T1362,64,64,70.42,60.0,54.53,08:22,09:22,09:16,-5.47,-6.02
T1363,206,61,71.14,202.62,173.74,06:18,09:40,09:11,-28.88,-33.68
T1364,185,67,81.56,165.67,136.1,10:01,12:46,12:17,-29.58,-36.0
T1365,310,68,60.41,273.53,307.92,07:37,12:10,12:44,34.39,30.55
T1366,206,52,53.19,237.69,232.39,10:23,14:20,14:15,-5.3,-5.42
T1367,96,57,68.63,101.05,83.93,10:37,12:18,12:00,-17.13,-20.62
T1368,373,41,53.04,545.85,421.94,07:00,16:05,14:01,-123.91,-160.3
T1369,381,68,83.89,336.18,272.49,06:57,12:33,11:29,-63.68,-78.57
T1370,222,60,55.37,222.0,240.55,10:20,14:02,14:20,18.55,17.12
T1371,179,54,44.12,198.89,243.41,09:33,12:51,13:36,44.52,36.38
T1372,460,91,90.42,303.3,305.24,08:50,13:53,13:55,1.94,1.93
T1373,144,66,75.57,130.91,114.33,09:15,11:25,11:09,-16.58,-18.98
T1374,164,89,88.6,110.56,111.06,06:04,07:54,07:55,0.5,0.49
T1375,292,70,69.29,250.29,252.84,06:47,10:57,10:59,2.55,2.53
T1376,469,54,64.96,521.11,433.2,10:59,19:40,18:12,-87.91,-105.75
T1377,341,90,82.52,227.33,247.95,09:52,13:39,13:59,20.62,18.9
T1378,331,62,75.38,320.32,263.45,08:53,14:13,13:16,-56.87,-69.15
